"","publication year","Reference","ID","study period","country","English name","scientific name","subject type","toxicant specific","toxicant group","sample type","group","sample size","no. exposed","OR if given, proportion exposed","Age Class","Sex","concentration level estimate type","concentration (ND for non-detects)","Detection limit (if reported)","SD of concentration","minimum","maximum","unit of measure","wet/dry weight?","sublethal effects assessed?","sublethal specific","sublethal type","Notes"
"1845",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Endosulfan II","organochlorine insecticides","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1846",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Endosulfan sulfate","organochlorine insecticides","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1847",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Aldrin","organochlorine insecticides","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1848",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Dieldrin","organochlorine insecticides","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1849",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Endrin","organochlorine insecticides","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1850",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Endrin aldehyde","organochlorine insecticides","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1851",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Endrin ketone","organochlorine insecticides","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1852",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","DDE","organochlorine insecticides","abdominal fat","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","2174.7199999999998","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1853",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","DDD","organochlorine insecticides","abdominal fat","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","56.01","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1854",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","DDT","organochlorine insecticides","abdominal fat","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","9.9499999999999993","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1855",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Methoxychlor","organochlorine insecticides","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1856",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Total DDTs","organochlorine insecticides","abdominal fat","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","2240.69","> = 0.02–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1857",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","PCB 28","PCBs","abdominal fat","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","18.899999999999999","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1858",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","PCB 52","PCBs","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1859",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","PCB 101","PCBs","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1860",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","PCB 118","PCBs","abdominal fat","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","44.93","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1861",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","PCB 138","PCBs","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1862",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","PCB 153","PCBs","abdominal fat","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","10.09","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1863",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","PCB 180","PCBs","abdominal fat","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1864",2006,"Hela et al. 2006",147,"2003","Greece","Eleonora's Falcon","Falco eleonorae","wild","Total PCBs","PCBs","abdominal fat","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","73.92","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1865",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","a-HCH","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1866",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","b-HCH","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","14.67","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1867",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Lindane","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1868",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","d-HCH","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1869",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Total HCHs","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","14.67","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1870",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Heptachlor","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","15.3","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1871",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Heptachlor epoxide","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","7.62","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1872",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Chlordane","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1873",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Endosulfan I","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1874",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Endosulfan II","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1875",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Endosulfan sulfate","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1876",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Aldrin","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","0.24","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1877",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Dieldrin","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","23.21","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1878",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Endrin","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1879",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Endrin aldehyde","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1880",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Endrin ketone","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1881",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","DDE","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","290.68","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1882",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","DDD","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","17.420000000000002","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1883",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","DDT","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","15.86","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1884",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Methoxychlor","organochlorine insecticides","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1885",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Total DDTs","organochlorine insecticides","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","323.95999999999998","> = 0.02–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1886",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","PCB 28","PCBs","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","27.11","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1887",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","PCB 52","PCBs","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1888",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","PCB 101","PCBs","liver","NA",1,"0","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1889",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","PCB 118","PCBs","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","277.26","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1890",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","PCB 138","PCBs","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","39.159999999999997","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1891",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","PCB 153","PCBs","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","20.28","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1892",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","PCB 180","PCBs","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","186.63","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1893",2006,"Hela et al. 2006",147,"2003","Greece","Lesser Kestrel","Falco naumanni","wild","Total PCBs","PCBs","liver","NA",1,"1","NA","unknown/mixed","unknown/mixed","geometric mean","550.42999999999995","> = 0.08–0.2","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1894",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","a-HCH","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA (see notes)","> = 0.02–0.05","NA","ND","9.66","ng/g","wet","no",NA,NA,"Geometric mean not calculated by authors due to over 50% of samples having contaminant levels below LOD"
"1895",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","b-HCH","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.18","> = 0.02–0.05","NA","ND","25.78","ng/g","wet","no",NA,NA,NA
"1896",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Lindane","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.21","> = 0.02–0.05","NA","ND","50.82","ng/g","wet","no",NA,NA,NA
"1897",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","d-HCH","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA (see notes)","> = 0.02–0.05","NA","ND","7.18","ng/g","wet","no",NA,NA,"Geometric mean not calculated by authors due to over 50% of samples having contaminant levels below LOD"
"1898",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Total HCHs","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","2.74","> = 0.02–0.05","NA","ND","63.75","ng/g","wet","no",NA,NA,NA
"1899",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Heptachlor","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.42","> = 0.02–0.05","NA","ND","128.91","ng/g","wet","no",NA,NA,NA
"1900",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Heptachlor epoxide","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.59","> = 0.02–0.05","NA","ND","174.21","ng/g","wet","no",NA,NA,NA
"1901",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Chlordane","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA (see notes)","> = 0.02–0.05","NA","ND","0.23","ng/g","wet","no",NA,NA,"Geometric mean not calculated by authors due to over 50% of samples having contaminant levels below LOD"
"1902",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Endosulfan I","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA (see notes)","> = 0.02–0.05","NA","ND","69.3","ng/g","wet","no",NA,NA,"Geometric mean not calculated by authors due to over 50% of samples having contaminant levels below LOD"
"1903",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Endosulfan II","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA (see notes)","> = 0.02–0.05","NA","ND","1.19","ng/g","wet","no",NA,NA,"Geometric mean not calculated by authors due to over 50% of samples having contaminant levels below LOD"
"1904",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Endosulfan sulfate","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA (see notes)","> = 0.02–0.05","NA","ND","9.5500000000000007","ng/g","wet","no",NA,NA,"Geometric mean not calculated by authors due to over 50% of samples having contaminant levels below LOD"
"1905",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Aldrin","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.2","> = 0.02–0.05","NA","ND","25.69","ng/g","wet","no",NA,NA,NA
"1906",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Dieldrin","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.17","> = 0.02–0.05","NA","ND","23.22","ng/g","wet","no",NA,NA,NA
"1907",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Endrin","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.14000000000000001","> = 0.02–0.05","NA","ND","55.73","ng/g","wet","no",NA,NA,NA
"1908",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Endrin aldehyde","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1909",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","Endrin ketone","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","ND","> = 0.02–0.05","NA","NA","NA","ng/g","wet","no",NA,NA,NA
"1910",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","DDE","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","82.83","> = 0.02–0.05","NA","ND","2094.2199999999998","ng/g","wet","no",NA,NA,NA
"1911",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","DDD","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","1.89","> = 0.02–0.05","NA","ND","74.959999999999994","ng/g","wet","no",NA,NA,NA
"1912",2006,"Hela et al. 2006",147,"2003","Greece","Common Buzzard","Buteo buteo","wild","DDT","organochlorine insecticides","liver","NA",12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.27","> = 0.02–0.05","NA","ND","15.17","ng/g","wet","no",NA,NA,NA
